character,line
Jiaying,And you were just beginning to like it here.
Skye,"We don't have to leave. S.H.I.E.L.D. doesn't want that, either. Nothing has to change."
Jiaying,"Sometimes, I forget how young you are."
Skye,"Please just sit down with him. Coulson, he's a good man. He's... He's the only person who's ever tried to take care of me. And until now, he's the closest I've had to family. Please, Mom."
Coulson,"Agent Weaver, you'll be with me on QJ36. We'll land a good distance from their main buildings here. Now, I'll go in first, alone, unarmed."
Gonzales,You shouldn't be the one going in.
Coulson,Care to elaborate?
Gonzales,"You're too close to this. Skye's like a daughter to you, and her mother is these people's leader."
Coulson,I'm banking on that personal connection to get everyone through this safely.
Gonzales,You shouldn't be. This is one of the greatest threats S.H.I.E.L.D.'s ever faced.
Weaver,I agree. A whole race of people with powers.
Gonzales,And you've proven time and again that you're not objective when it comes to Skye.
Morse,"That's your opinion, not fact."
Gonzales,"Want to talk facts? Ultron was created because people were too close to Tony Stark. They were blinded by his charm. They trusted him. Never even thought to look at what he was working on. And the Avengers, they let one man do whatever he wanted, and the world was almost destroyed for it. We're S.H.I.E.L.D. We're better than that. Or at least we should be."
Coulson,May? You're awfully quiet.
May,Gonzales should go.
Coulson,"Okay, then. I asked you to stay and give me advice. I'd be a fool not to take it. As director, I'll quarterback the mission from here. Gonzales and Weaver, you're on QJ36."
Fitz,Sure you don't need any help with the indexing?
Simmons,Do you actually want to?
Fitz,You almost died last time.
Simmons,Last time was HYDRA and Ward. And even that worked out mostly okay.
Fitz,"You know, you shouldn't feel bad about Ward. I wanted to... kill him, too. And I couldn't. Means we're better than him."
Simmons,"I did try to kill him, Fitz, and I'm kicking myself that I failed. The next terrible thing he does is on me."
Morse,Okay.
Coulson,Mack. Aren't you supposed to be down with Gonzales and Weaver?
Mack,"I never minced words with you before, sir, and I'm not going to now. I'm leaving. The fact that Theta Protocol turned out to be a Helicarrier doesn't change things for me. Fury brought you back from the dead, and he used alien blood to do it. And you can't be blamed for what happened to you, but you can't be trusted, either."
Coulson,I'm in full control of my actions.
Mack,"I had my own brush with something alien, and I know better than to mess with things I can't understand. But it seems like you haven't learned that lesson."
Coulson,"I'll have you reassigned to the carrier, under Gonzales."
Mack,"No. As much as I like and respect you, sir, if you're the Director of S.H.I.E.L.D., I don't want any part in it. I'll go to the carrier, but it'll be to collect my things."
Coulson,"You've been with S.H.I.E.L.D., what, 13 years? I'm sorry to lose you. All right, let's get those jets in the air."
Woman,"Quinjet-36, final check, clear to go."
Man,"Quinjet-36, clear to take off."
Cal,"S.H.I.E.L.D.? No, no, no, no. They cannot come here. You mustn't allow it!"
Jiaying,I don't have a choice.
Cal,Oh. I'm sorry. That looked very old. Was... Was it old?
Jiaying,"Cal, you've met these people. Tell me honestly, can we trust them?"
Cal,"I only know a few of them, none of whom I've enjoyed. Phil Coulson is my least favorite, but he does care about our Daisy."
Jiaying,She was telling me about something called the index.
Cal,"The index? Do they want to...? No, no, no. They will brand you, all of you. You have power here, lots of it."
Jiaying,To do what? Openly attack them? Blast their planes out of the sky?
Cal,"Well, for a start."
Jiaying,Our daughter wouldn't want that. And my people would never blindly follow me into a war.
Cal,I would.
Jiaying,"So many people diminish with age, but you, you're as bold as the day I met you."
Cal,I must look like an old man to you now.
Jiaying,"No. This is the same face I fell in love with. It's me who's changed. We can't lose our daughter to these people again. They're terrified of us, of our powers. What can I do to convince them that we don't mean any harm?"
Cal,"Give me to them. They think I'm a murderer, which is technically true. Let them have me. S.H.I.E.L.D. loves it when they get to lock someone up. High fives all around."
Jiaying,"Cal, I can't."
Cal,Let me protect my family the way I couldn't before. Please.
Morse,Mack quit today. You ever wonder who you'd be without S.H.I.E.L.D.?
Morse,"Hunter asked me to leave once, to be with him. It was the one time I was tempted to walk away."
Hunter,You're really gonna let Captain Ahab just waltz in there and have a fireside chat with Skye's mum?
Coulson,"I am, though that is a really strange way of putting it."
Fitz,"What if the Council is wrong? I mean, Gonzales has never..."
Coulson,"It's not the Council versus us, Fitz. Not anymore. And they're right. I haven't always made the right call, especially when it comes to Skye. If I don't put my faith in them, then S.H.I.E.L.D. will fall apart all over again."
Hunter,"Hate to break it to you, but S.H.I.E.L.D. will also fall apart if a dozen angry enhanced blokes rain terror on us all."
Fitz,Yeah.
Coulson,I think we've been spending too much time together.
Jiaying,Gordon. What is it? What's wrong?
Gonzales,Were you able to locate our insurance policy?
Weaver,"Took some digging, and I'd appreciate a bit more notice in the future."
May,10 minutes out.
Gonzales,"Copy that, Agent May."
Morse,"Hey, May, autopilot has us descending. You sure about those coordinates?"
Morse,Kara.
Kara,"You just sat there, pretending to comfort me. But you were just trying to see if I remembered. Well, I do."
Simmons,"Sir, there are a lot more unknowns than we anticipated."
Gonzales,"If Skye's done her job and their leader agrees to meet, I'll handle the rest."
May,Lock in. Touchdown in five.
Raina,"I always knew my life was building up to something, that I had a purpose. It's nice to finally see what it is. Where did you take Jiaying? I would hate for her to be someplace uncomfortable."
Jiaying,"Some would call your transformation a curse. But at Afterlife, we choose to call it a gift. Why? Because we don't want the way that others see us to define who we are. But you have used your powers to manipulate those around you, and you've taken advantage of my good faith."
Raina,No. You have to listen to me.
Skye,Don't. It's the same with you every time.
Raina,"No, it's not! I'm trying to save us!"
Jiaying,"There's not a single soul that knows you who trusts you, Raina. Keep her here until S.H.I.E.L.D. is gone. Then we'll decide your fate."
Raina,You have to believe me. Something terrible is going to happen unless you do what I say! You'll regret this.
Skye,Where's Coulson?
Gonzales,"At headquarters. And I represent S.H.I.E.L.D. with his same intentions. I might ask why he's here, though."
Jiaying,"You returned Lincoln and Skye to us. We'd like to return someone of interest to you. He's killed agents of yours, hasn't he?"
Cal,"Uh, no. No, not S.H.I.E.L.D. agents. I don't think. No, just people who had it coming."
Jiaying,"We pride ourselves on doing the right thing. And as much as this pains me, I do understand the larger goal."
Gonzales,I'll call one of my people to take him.
Jiaying,Skye can. Would you take your father to the agents outside? I'm sure mister...
Gonzales,"Gonzales, Robert."
Jiaying,Robert and I have much to discuss.
Cal,"You know, I was always excited to meet you. even when you were a little bit of nothing in your mother's belly. Oh, I had all these ideas in my head as to what kind of woman you'd turn out to be, and you really are magnificent. I'm very grateful I got a chance to know you."
Skye,"I'm glad I got to know you, too."
Gonzales,Skye told me what HYDRA did to you. It's shameful.
Jiaying,"If a long life has taught me anything, it's that you can never truly be prepared for what people are capable of."
