character,line
Fury,"That truth lives inside you, Coulson. Before it was torn apart, S.H.I.E.L.D. was a lot of moving parts. Guys like you were the heart. Now... you'll be the head."
Coulson,What is it?
Fury,A toolbox to help you build it back up.
Coulson,"You want me to start over, rebuild S.H.I.E.L.D..."
Fury,From scratch. Take your time and do it right. You'll still have his back.
May,Of course.
Fury,There's no one else I trust with this.
Coulson,"Thank you, sir. How do you... how should I proceed?"
Fury,That's up to you... Director.
May,"And you, sir... where are you heading now?"
Fury,"Well, I'm trading in my bird's-eye view for two solid feet on the ground. This is the last time you'll be seeing me for a stretch."
Coulson,"You're gonna disappear, nowhere to be found."
Fury,"Nowhere? You know me better than that, Phil. I'll be everywhere."
Skye,Fitz... is he okay? Please tell me he's okay.
Simmons,He's alive.
May,What is this place?
Coulson,First thing I found in that box was these coordinates. Another secret base?
Billy Koenig,"I call it the Playground, although, technically, it doesn't have a name because, technically, it doesn't exist, it being a secret base and all."
Skye,Eric?
Billy Koenig,"Billy... Koenig, agent of S.H.I.E.L.D., although I totally understand the confusion. Eric passed away, sadly, but it's great to have company, finally, and I did not mind minding this place."
Coulson,Agent Coulson.
Billy Koenig,"I know. I know. And it is an honor to meet you, sir! I'll get your lanyard shortly. For the rest of you, lanyards will be handed out on a case-by-case basis. Can't be too careful with all those Hydra threats still out there, causing trouble. That's why we're here... get you up and running and back fighting the good fight, which is gonna be cool. I know we don't have much, but what we have is yours, sir."
Coulson,Thank you.
Billy Koenig,So... where would you like to start?
Raina,"I know you thought you'd never see me again, but... I found your daughter."
