character,line
Daisy,"Uh... Growing up, I... I never knew my mom. And when I finally found her... uh... she wasn't who I'd hoped she would be."
Jiaying,"She hurt you. I can't speak to your mother's reasons, but for me... sometimes, trying to do the right thing comes out all wrong."
Nathaniel,We're here.
Garrett,Nailed it! Yoo!
Nathaniel,More like third time's a charm.
Garrett,Hey. I saw these guys open up for Twisted Sister.
Nathaniel,"You've had yourself a day, but it's not over yet. We're gonna have to split up. Are you ready?"
Garrett,"If the job was easy, it wouldn't be any fun."
Gordon,Coulson.
Coulson,Hang in there. We're leaving.
Gordon,The door.
Coulson,You let me worry about that.
Gordon,This room was built to hold powerful Inhumans.
Coulson,Yeah? And I'm about to bust us out of here. Watch. It's gonna be super-satisfying.
Gordon,You can't get us out. But maybe I can.
Coulson,Save your energy. You're too weak.
Gordon,The other Inhumans... I can't let this happen to them.
Coulson,"Gordon, wait! It's okay. You're gonna be alright."
Gordon,You're hilarious.
May,Who the hell are you?
Garrett,Melinda May! Blast from the future! It's your old buddy... John Garrett. Same rugged good looks... just... maybe a little less rugged.
May,"How'd you find this place, John?"
Garrett,"Well, my pal Nate told me how to find it. He's around here somewhere."
Garrett,"I know where I'm going, but the landing part's a little tricky. Coulson called it teleporting."
May,Gordon. What are you doing here?
Garrett,Planning a little road trip. Looking for an open-minded gal to tag along.
May,Thought you'd never ask.
Garrett,"Oh, sorry, babe. You ain't who I'm..."
Garrett,"Oh, right. Bye."
Garrett,Whoa.
May,"Daisy, do you copy? Daisy, come in."
Daisy,"May, what's wrong?"
May,"John Garrett's here with Nathaniel, and they have Gordon's powers. Get Jiaying someplace safe."
Daisy,We have to go.
Nathaniel,I've been looking all over for you.
Mack,Coulson. Gordon?
Coulson,The Inhumans are being held in a room down that way.
Mack,Alright. Better call Yo-Yo. Yo... Yo... Still not used to that.
Elena,May radio'd. Nathaniel's at the Lighthouse.
Coulson,He's with John Garrett. I'll explain on the way back.
Mack,Okay. Yo-Yo and I will get the hostages out. Find Kora. We'll meet back at the Quinjet.
