character,line
Coulson,"I don't believe it, either, but we don't have the full story. Maybe someone was brainwashed. Maybe someone was replaced by a Chronicom."
May,Wouldn't be the first time.
Coulson,"Bottom line is, someone killed Simmons and Daisy. I watched them die. I don't want to see that anymore."
Mack,What about Yo-Yo?
Coulson,Wasn't her. She's been trapped in the Quinjet each loop.
Mack,"No, I mean as a solution. Maybe she's fast enough to get the implant out of Simmons before someone can stop her."
May,Can you get her out of the Quinjet?
Coulson,It's worth a shot. I'll try it on the next loop.
Coulson,Sorry to put you right to work once we get you out of here.
Elena,Don't be! I don't like the idea that someone tried to hurt them.
Coulson,"Right? I'm assuming it wasn't you, right? You'd tell me. I mean, Mack's been blind, Simmons died a couple times. It's hard to keep track."
Elena,Sounds like I missed a lot. I was only in here for a few minutes.
Coulson,Yeah. How nice. Ah. There we go.
Elena,Okay. Tell me where to...
Coulson,Son of a bi...
Simmons,"So, you're saying we've tried this a couple times?"
Daisy,More than. I'll get the scanner.
Sousa,I've been looking for you. You should be resting. What are you doing out of that bed?
Sousa,A time loop?
Daisy,"Fun, right?"
Sousa,It's why I wanted to stay with this team. You ever have a day where something crazy doesn't happen?
Daisy,It's been a while.
Sousa,Reminds me of my SSR days.
Daisy,We just need to get the implant out.
Sousa,Wait. It's a trap.
Daisy,"Well, we don't know that yet."
Sousa,"No, we do. You said somebody obviously went through the drawer, and Simmons was supposed to get the scanner, right?"
Daisy,"Yeah, until I told her I was gonna do it."
Sousa,Every attempt so far has been on Simmons. She's the one they're trying to kill.
Daisy,"Maybe, but we still need the scanner."
Sousa,"R-Right, but if I die, I'll just, you know, reset, no problem. If you die, you lose your memories, and we have to waste all this time relearning everything. Time we don't have. So... it's fine."
Daisy,"Sousa. Hey, hey, hey, hey! Sousa!"
Coulson,We are no closer to knowing who's doing this.
Daisy,"Well, the upside is we're making progress... thanks to Sousa."
Coulson,Someone keeps trying to kill our people. Why doesn't that piss you off? It should. I'm sorry. I don't like watching you die. I don't like watching any of you die... over and over.
Daisy,We will figure this out. You know we will.
Coulson,"Sure. But in the meantime, it is soul-crushing. If I even have a soul."
Daisy,Don't talk like that again. Of course you have a soul.
Coulson,"Don't say that. Don't say ""of course.” I'm not who I was. I'm this thing. I was Max Headroom for a year. And you know what? Being trapped in a time loop, watching my friends die, helpless to stop it... it's not some time-space anomaly. It's a damn metaphor. This is my life now."
Daisy,Does it not occur to you that I might know something about watching my friend die over and over again?
Coulson,This is different.
Daisy,Is it?
Coulson,"I will watch all of you die, one by one. Everyone I love. Because someone decided I should. I'm a machine now. I have programming, programming which won't even let me..."
Daisy,What?
Coulson,It's Enoch.
Enoch,I beg your pardon?
Coulson,"Simmons and Fitz wanted to protect their secret, and they had you on their side. You could have had the power of suggestion programmed into you without your knowledge."
Simmons,We would never pro...
Coulson,"And because your memory's blocked, you wouldn't remember it, either. You could both genuinely believe you're innocent, but I don't think you actually are."
Deke,Enoch wouldn't do that. It... It doesn't make any sense.
Enoch,Everyone on this plane is my friend. I would never harm any of you.
Coulson,"Not willingly. But Simmons and Fitz are protecting something big... maybe fate-of-all-humanity big. It's possible you were programmed with the idea that nothing, not even your friendship with us, should get in the way of protecting humanity."
Simmons,How do we know for sure? We test it.
Coulson,"Now, Enoch, if I'm wrong, you won't have any problem with this."
Simmons,Aah!
Deke,Whoa! Whoa! Whoa!
Coulson,Wait.
Simmons,"Enoch, stop!"
Enoch,I... cannot... stop.
Daisy,Enoch.
Simmons,"Enoch, I don't want this! Explain!"
Enoch,"You programmed me to protect the implant at all costs, even if I had to kill. Even if I had to kill you."
Enoch,"Oh, dear."
Sousa,Hey. What are you doing up?
Daisy,Why do you care?
Sousa,Because you don't.
Daisy,"I have to do something, and... I don't know how."
