character,line
Robbie,None of that matters if I don't take down the monster behind all of this. Eli. He's my blood.
Mack,"He will meet me, too."
Coulson,"It's getting darker, like it's pulling us down."
May,"All right, guys, we can finish the assembly from here. Clear this part of the building."
Radcliffe,"Alternating probe and coupling lasers, built exactly to your specifications at 593.5 nanometers."
Radcliffe,"I'm building an inter-dimensional gateway with an android I've created. If this works, I could die happy."
May,"We've put our faith in a robot who says she hears ghosts. If it fails, you might die quickly."
AIDA,They're here. I promise.
Coulson,How is she doing that?
Fitz,I'm not even gonna pretend to know.
Coulson,"May, I really wish you could see this."
Fitz,"Coulson, watch out!"
Fitz,Come on! Fight! You got to fight!
Coulson,I'm pulling!
Fitz,We're running out of time!
May,Is she doing anything?
Radcliffe,I hope so.
AIDA,We're running out of time.
Robbie,You can't hold on to Mack's body forever. He's a good man. He doesn't have vengeance in him.
Mack,"It's not ideal, but Mack, he has a lot of pain. He lost hope. I could survive off his pain for years. I know where you're being dragged down to. I've escaped it before."
Daisy,Mack? You need to come with me.
Mack,I'm never going back.
Daisy,"Mack, don't do this. That's not you. You got to fight it."
Robbie,We made a deal. I ain't going nowhere.
Radcliffe,"Ready, AIDA?"
May,"No, they're in trouble!"
Radcliffe,No! That would be a deadly mistake.
May,"Hold on, Phil! Come on! Fight it!"
Fitz,That's it! Fight!
Coulson,Let's go home.
Radcliffe,"We did it, Fitz! We did it! We did it, Fitz! We did it."
Fitz,Thank you.
May,I knew you weren't gone.
Coulson,I know.
Robbie,"You're right. I won't survive this without you, but the truth is, you need me, too. We had a deal! How about a new one? Give me my vengeance on Eli. Settle my score, and I'll settle yours. All of yours!"
Daisy,Mack? What happened?
Mack,"Robbie, that... that thing... He took it out of me."
Daisy,Are you all right? Some of those things you said... you... You said you were in pain.
Mack,"No, it's just a rough day. I'm okay."
Daisy,Good. Where'd he take it?
Mack,Hell.
Fitz,"Mace, where is he? Mace! I know what you did. Where the hell's Simmons?"
Mace,"Agent Fitz, it's good to see you back. Simmons will be here in a moment."
