character,line
Mack,"Robin, it's gonna be okay, sweetheart..."
Talbot,Don't you talk to her!
Coulson,The HYDRA compliance program goes all the way back to Whitehall.
Talbot,You're trying to get in my head. You're trying to confuse me with that HYDRA jibber-jabber.
Coulson,"You saw what they did to Creel, how hard you had to work to break his programming."
Talbot,What the hell do you know?
Coulson,I know you're my friend. And you'd never kidnap a little girl.
Talbot,"Kidn... Kidnap? That... That's a hell of an accusation, Phil. I got a job to do."
Mack,"She's not much younger than your kid. Think about your son, Talbot."
Coulson,Think about it. What if that was George? You know this is wrong.
Talbot,Shut up! You shut your damn face!
Coulson,It's not too late to turn back.
Talbot,"No. My compliance is my reward, and I must be... I must be rewarded."
Coulson,"Ignore that. That's the programming talking, not you. Fight it. You can beat it."
Talbot,I can't! I can't. I can't complete the mission. I gotta... I got to stop myself.
Coulson,That's right.
Talbot,There's only one course of action.
Hale,"Honey, just listen to my voice."
Ruby,"Listen to you, listen to them! Listen, listen, listen!"
Hale,Remember your training. We'll get through this.
Ruby,I can't control it. It's like I'm being ripped apart.
Daisy,"Ruby, I have been right where you are, and I know that it seems impossible right now, but you will overcome this."
Daisy,Believe me.
Ruby,They're too loud. They're trying to take over!
Daisy,Just focus. Breathe. Stay calm.
Ruby,It's too late.
Hale,No. Daisy's right. She's been through this.
Ruby,Daisy. It's always Daisy!
Daisy,"Try not to lose control, okay? Your powers will only get more dangerous."
Ruby,Everything powerful is dangerous.
Elena,Melinda.
Simmons,Your arm.
Elena,It's fine. What happened? Did someone go in?
May,It's being handled. We need to get to the Zephyr.
Elena,Handled by whom? Daisy.
Coulson,"Talbot, stop. Don't do this."
Talbot,"It doesn't matter, anyway. I'm not the same, Phil. I can't trust my thoughts. There's no other way."
Mack,"Robin, come here, come on. Come on."
Talbot,"Phil, tell George I'm sorry."
Coulson,Put the gun down.
Talbot,I can't!
Coulson,Your compliance will be rewarded.
Talbot,You're just trying to trick me. That's the program.
Coulson,What's best is you comply. Put the gun down.
Talbot,I can't!
Coulson,Then turn the gun on me. You will comply. Turn the gun on me.
Ruby,"You know, for a long time, you were everything that I wanted. You were my hero. And now look at us."
Hale,"Ruby, let her go."
Ruby,I am more than you will ever be.
Daisy,"Ruby, I am not here to fight you. You need help."
Ruby,I don't want your help! I want to crush you.
